Date,equity
2025-04-29,10400.883565320644
2025-04-30,10405.01339015754
2025-05-01,10478.751845815677
2025-05-02,10634.300109900298
2025-05-05,10634.300109900298
2025-05-06,10634.300109900298
2025-05-07,10634.300109900298
2025-05-08,10634.300109900298
2025-05-09,10634.300109900298
2025-05-12,10634.300109900298
2025-05-13,10634.300109900298
2025-05-14,10634.300109900298
2025-05-15,10634.300109900298
2025-05-16,10634.300109900298
2025-05-19,10634.300109900298
2025-05-20,10634.300109900298
2025-05-21,10634.300109900298
2025-05-22,10634.300109900298
2025-05-23,10634.300109900298
2025-05-27,10634.300109900298
2025-05-28,10634.300109900298
2025-05-29,10634.300109900298
2025-05-30,10634.300109900298
2025-06-02,10634.300109900298
2025-06-03,10634.300109900298
2025-06-04,10634.300109900298
2025-06-05,10634.300109900298
2025-06-06,10634.300109900298
2025-06-09,10634.300109900298
2025-06-10,10634.300109900298
2025-06-11,10634.300109900298
2025-06-12,10634.300109900298
2025-06-13,10634.300109900298
2025-06-16,10634.300109900298
2025-06-17,10634.300109900298
2025-06-18,10634.300109900298
2025-06-20,10634.300109900298
2025-06-23,10634.300109900298
2025-06-24,10634.300109900298
2025-06-25,10634.300109900298
2025-06-26,10634.300109900298
2025-06-27,10634.300109900298
2025-06-30,10634.300109900298
2025-07-01,10634.300109900298
2025-07-02,10634.300109900298
2025-07-03,10634.300109900298
2025-07-07,10634.300109900298
2025-07-08,10634.300109900298
2025-07-09,10634.300109900298
2025-07-10,10634.300109900298
2025-07-11,10634.300109900298
2025-07-14,10634.300109900298
2025-07-15,10634.300109900298
2025-07-16,10634.300109900298
2025-07-17,10634.300109900298
2025-07-18,10634.300109900298
2025-07-21,10634.300109900298
2025-07-22,10634.300109900298
2025-07-23,10634.300109900298
2025-07-24,10634.300109900298
2025-07-25,10634.300109900298
2025-07-28,10634.300109900298
2025-07-29,10634.300109900298
2025-07-30,10634.300109900298
2025-07-31,10634.300109900298
2025-08-01,10634.300109900298
2025-08-04,10634.300109900298
2025-08-05,10634.300109900298
2025-08-06,10634.300109900298
2025-08-07,10634.300109900298
2025-08-08,10634.300109900298
2025-08-11,10634.300109900298
2025-08-12,10634.300109900298
2025-08-13,10634.300109900298
2025-08-14,10634.300109900298
2025-08-15,10634.300109900298
2025-08-18,10634.300109900298
2025-08-19,10634.300109900298
2025-08-20,10634.300109900298
2025-08-21,10634.300109900298
